activity_nr,citation_id,pen_fta,hist_event,hist_date,hist_penalty,hist_abate_date,hist_vtype,hist_insp_nr,load_dt
"101352896","01025A","P","Z","1988-12-01","700.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01025A","P","F","1989-12-22","","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01025B","P","Z","1988-12-01","","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01025B","P","F","1989-12-22","","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01026A","P","Z","1988-12-01","400.00","1988-12-13","S","","2011-10-14 16:48:14 EDT"
"101352896","01026A","P","F","1989-12-22","100.00","1988-12-13","S","","2011-10-14 16:48:14 EDT"
"101352896","01026B","P","Z","1988-12-01","","1988-12-13","S","","2011-10-14 16:48:14 EDT"
"101352896","01026B","P","F","1989-12-22","","1988-12-13","S","","2011-10-14 16:48:14 EDT"
"101352896","01027","P","Z","1988-12-01","600.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01027","P","F","1989-12-22","600.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01028","P","Z","1988-12-01","500.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352896","01028","P","F","1989-12-22","100.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352896","01029","P","Z","1988-12-01","400.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01029","P","F","1989-12-22","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","01030","P","Z","1988-12-01","900.00","1988-12-23","S","","2011-10-14 16:48:14 EDT"
"101352896","01030","P","F","1989-12-22","450.00","1988-12-23","S","","2011-10-14 16:48:14 EDT"
"101352896","01031","P","Z","1988-12-01","700.00","1988-12-08","S","","2011-10-14 16:48:14 EDT"
"101352896","01031","P","F","1989-12-22","300.00","1988-12-08","S","","2011-10-14 16:48:14 EDT"
"101352896","01032","P","Z","1988-12-01","600.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01032","P","F","1989-12-22","200.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01033","P","Z","1988-12-01","500.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352896","01033","P","F","1989-12-22","250.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352896","01013","P","Z","1988-12-01","600.00","1989-01-05","S","","2011-10-14 16:48:14 EDT"
"101352896","01013","P","F","1989-12-22","300.00","1989-01-05","S","","2011-10-14 16:48:14 EDT"
"101352896","01014","P","Z","1988-12-01","400.00","1989-01-05","S","","2011-10-14 16:48:14 EDT"
"101352896","01014","P","F","1989-12-22","","1989-01-05","S","","2011-10-14 16:48:14 EDT"
"101352896","01003","P","F","1989-12-22","200.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01004","P","Z","1988-12-01","400.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01004","P","F","1989-12-22","","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01005","P","Z","1988-12-01","400.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01005","P","F","1989-12-22","","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01006","P","Z","1988-12-01","400.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01006","P","F","1989-12-22","","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01007","P","Z","1988-12-01","400.00","1988-12-23","S","","2011-10-14 16:48:14 EDT"
"101352896","01007","P","F","1989-12-22","200.00","1988-12-23","S","","2011-10-14 16:48:14 EDT"
"101352896","01008","P","Z","1988-12-01","400.00","1989-01-05","S","","2011-10-14 16:48:14 EDT"
"101352896","01008","P","F","1989-12-22","200.00","1989-01-05","S","","2011-10-14 16:48:14 EDT"
"101352896","01009","P","Z","1988-12-01","400.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01009","P","F","1989-12-22","50.00","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","01010","P","Z","1988-12-01","400.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01010","P","F","1989-12-22","","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01011","P","Z","1988-12-01","400.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01011","P","F","1989-12-22","50.00","1988-12-20","O","","2011-10-14 16:48:14 EDT"
"101352896","01012","P","Z","1988-12-01","800.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352896","01012","P","F","1989-12-22","400.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352896","01001","P","Z","1988-12-01","200.00","1988-12-08","S","","2011-10-14 16:48:14 EDT"
"101352896","01001","P","F","1989-12-22","","1988-12-08","O","","2011-10-14 16:48:14 EDT"
"101352896","01002","P","Z","1988-12-01","300.00","1988-12-08","S","","2011-10-14 16:48:14 EDT"
"101352896","01002","P","F","1989-12-22","","1988-12-08","O","","2011-10-14 16:48:14 EDT"
"101352896","01003","P","Z","1988-12-01","400.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","03006","P","F","1989-12-22","","1988-12-12","O","","2011-10-14 16:48:14 EDT"
"101352896","03007","P","Z","1988-12-01","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03007","P","F","1989-12-22","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03008","P","Z","1988-12-01","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03008","P","F","1989-12-22","200.00","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03009","P","Z","1988-12-01","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03009","P","F","1989-12-22","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03010","P","Z","1988-12-01","","1988-12-12","O","","2011-10-14 16:48:14 EDT"
"101352896","03010","P","F","1989-12-22","","1988-12-12","O","","2011-10-14 16:48:14 EDT"
"101352896","03011","P","Z","1988-12-01","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03011","P","F","1989-12-22","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03012","P","Z","1988-12-01","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03012","P","F","1989-12-22","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03013","P","Z","1988-12-01","","1989-01-05","O","","2011-10-14 16:48:14 EDT"
"101352896","03013","P","F","1989-12-22","","1989-01-05","O","","2011-10-14 16:48:14 EDT"
"101352896","03014","P","Z","1988-12-01","","1989-01-05","O","","2011-10-14 16:48:14 EDT"
"101352896","03014","P","F","1989-12-22","","1989-01-05","O","","2011-10-14 16:48:14 EDT"
"101352896","03015","P","Z","1988-12-01","","1989-01-05","O","","2011-10-14 16:48:14 EDT"
"101352896","03015","P","F","1989-12-22","","1989-01-05","O","","2011-10-14 16:48:14 EDT"
"101352896","03016","P","Z","1988-12-01","","1988-12-12","O","","2011-10-14 16:48:14 EDT"
"101352896","03016","P","F","1989-12-22","","1988-12-12","O","","2011-10-14 16:48:14 EDT"
"101352896","01034","P","Z","1988-12-01","500.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01034","P","F","1989-12-22","","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01035","P","Z","1988-12-01","300.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01035","P","F","1989-12-28","","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","02001A","P","Z","1988-12-01","8000.00","1988-12-12","W","","2011-10-14 16:48:14 EDT"
"101352896","02001A","P","F","1989-12-22","2500.00","1988-12-12","W","","2011-10-14 16:48:14 EDT"
"101352896","02001B","P","Z","1988-12-01","","1988-12-12","W","","2011-10-14 16:48:14 EDT"
"101352896","02001B","P","F","1989-12-22","","1988-12-12","W","","2011-10-14 16:48:14 EDT"
"101352896","02002","P","Z","1988-12-01","8000.00","1988-12-07","W","","2011-10-14 16:48:14 EDT"
"101352896","02002","P","F","1989-12-22","2500.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","02003","P","Z","1988-12-01","8000.00","1988-12-12","W","","2011-10-14 16:48:14 EDT"
"101352896","02003","P","F","1989-12-22","2500.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352896","03001","P","Z","1988-12-01","100.00","1988-12-09","O","","2011-10-14 16:48:14 EDT"
"101352896","03001","P","F","1989-12-22","50.00","1988-12-09","O","","2011-10-14 16:48:14 EDT"
"101352896","03002","P","Z","1988-12-01","100.00","1988-12-09","O","","2011-10-14 16:48:14 EDT"
"101352896","03002","P","F","1989-12-22","","1988-12-09","O","","2011-10-14 16:48:14 EDT"
"101352896","03003","P","Z","1988-12-01","","1988-12-12","O","","2011-10-14 16:48:14 EDT"
"101352896","03003","P","F","1989-12-22","200.00","1988-12-12","O","","2011-10-14 16:48:14 EDT"
"101352896","03004","P","Z","1988-12-01","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03004","P","F","1989-12-22","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","03005","P","Z","1988-12-01","300.00","1989-01-05","O","","2011-10-14 16:48:14 EDT"
"101352896","03005","P","F","1989-12-22","150.00","1989-01-05","O","","2011-10-14 16:48:14 EDT"
"101352896","03006","P","Z","1988-12-01","","1988-12-12","O","","2011-10-14 16:48:14 EDT"
"101352896","01015","P","Z","1988-12-01","400.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01015","P","F","1989-12-22","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","01016","P","Z","1988-12-01","800.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01016","P","F","1989-12-22","400.00","1988-12-20","S","","2011-10-14 16:48:14 EDT"
"101352896","01017","P","Z","1988-12-01","400.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01017","P","F","1989-12-22","","1988-12-07","O","","2011-10-14 16:48:14 EDT"
"101352896","01018","P","Z","1988-12-01","300.00","1988-12-13","S","","2011-10-14 16:48:14 EDT"
"101352896","01018","P","F","1989-12-22","","1988-12-13","O","","2011-10-14 16:48:14 EDT"
"101352896","01019","P","Z","1988-12-01","700.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01019","P","F","1989-12-22","350.00","1988-12-07","S","","2011-10-14 16:48:14 EDT"
"101352896","01020","P","Z","1988-12-01","500.00","1988-12-08","S","","2011-10-14 16:48:14 EDT"
"101352896","01020","P","F","1989-12-22","250.00","1988-12-08","S","","2011-10-14 16:48:14 EDT"
"101352896","01021","P","Z","1988-12-01","200.00","1988-12-08","S","","2011-10-14 16:48:14 EDT"
"101352904","01003","P","Z","1988-10-17","320.00","1988-10-27","S","","2011-10-14 16:48:14 EDT"
"101352904","01003","P","I","1988-11-04","160.00","1988-10-27","S","","2011-10-14 16:48:14 EDT"
"101352904","01002A","P","Z","1988-10-17","640.00","1989-04-24","S","","2011-10-14 16:48:14 EDT"
"101352904","01001","P","I","1988-11-04","160.00","1988-10-24","S","","2011-10-14 16:48:14 EDT"
"101352904","01001","P","Z","1988-10-17","320.00","1988-10-24","S","","2011-10-14 16:48:14 EDT"
"101352904","01002A","P","I","1988-11-04","320.00","1989-04-24","S","","2011-10-14 16:48:14 EDT"
"101352904","01004","P","Z","1988-10-17","320.00","1988-10-27","S","","2011-10-14 16:48:14 EDT"
"101352904","01004","P","I","1988-11-04","165.00","1988-10-27","S","","2011-10-14 16:48:14 EDT"
"101352904","01005","P","Z","1988-10-17","400.00","1988-10-25","S","","2011-10-14 16:48:14 EDT"
"101352904","02001","P","I","1988-11-04","1285.00","1988-11-09","R","","2011-10-14 16:48:14 EDT"
"101352904","02001","P","Z","1988-10-17","2560.00","1988-11-09","R","","2011-10-14 16:48:14 EDT"
"101352904","01006","P","I","1988-11-04","280.00","1988-10-27","S","","2011-10-14 16:48:14 EDT"
"101352904","01006","P","Z","1988-10-17","560.00","1988-10-27","S","","2011-10-14 16:48:14 EDT"
"101352904","01005","P","I","1988-11-04","200.00","1988-10-25","S","","2011-10-14 16:48:14 EDT"
"101352920","01002","P","Z","1988-10-27","450.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352920","01002","P","I","1988-11-18","300.00","1988-11-01","S","","2011-10-14 16:48:14 EDT"
"101352920","01001","P","I","1988-11-18","450.00","1988-12-01","S","","2011-10-14 16:48:14 EDT"
"101352920","01001","P","Z","1988-10-27","810.00","1988-12-01","S","","2011-10-14 16:48:14 EDT"
"101352953","01005B","P","Z","1988-11-30","","1988-12-05","S","","2011-10-14 16:48:14 EDT"
"101352953","01005B","P","F","1989-06-08","","1988-12-05","S","","2011-10-14 16:48:14 EDT"
"101352953","02001","P","Z","1988-11-30","9000.00","1988-12-05","W","","2011-10-14 16:48:14 EDT"
"101352953","02001","P","F","1989-06-08","2000.00","1988-12-05","W","","2011-10-14 16:48:14 EDT"
"101352953","03001","F","Z","1989-09-18","3600.00","","","17681958","2011-10-14 16:48:14 EDT"
"101352953","03001","F","I","1989-09-18","3600.00","","","17681958","2011-10-14 16:48:14 EDT"
"101352953","03001","F","F","1990-08-12","1600.00","","","17681958","2011-10-14 16:48:14 EDT"
"101352953","03001","P","Z","1988-11-30","","1988-12-19","O","","2011-10-14 16:48:14 EDT"
"101352953","03001","P","I","1988-12-16","","1989-01-13","O","","2011-10-14 16:48:14 EDT"
"101352953","03002","P","F","1989-06-08","","1988-12-19","O","","2011-10-14 16:48:14 EDT"
"101352953","03003","P","Z","1988-11-30","","1988-12-05","O","","2011-10-14 16:48:14 EDT"
"101352953","03003","P","F","1989-06-08","","1988-12-05","O","","2011-10-14 16:48:14 EDT"
"101352953","01005A","P","F","1989-06-08","200.00","1988-12-05","S","","2011-10-14 16:48:14 EDT"
"101352953","01005A","P","Z","1988-11-30","500.00","1988-12-05","S","","2011-10-14 16:48:14 EDT"
"101352953","01004","P","F","1989-06-08","200.00","1988-12-05","S","","2011-10-14 16:48:14 EDT"
"101352953","01004","P","Z","1988-11-30","500.00","1988-12-05","S","","2011-10-14 16:48:14 EDT"
"101352953","01003","P","F","1989-06-08","200.00","1989-01-03","S","","2011-10-14 16:48:14 EDT"
"101352953","03002","P","Z","1988-11-30","","1988-12-19","O","","2011-10-14 16:48:14 EDT"
"101352953","01002","P","F","1989-06-08","200.00","1988-12-19","S","","2011-10-14 16:48:14 EDT"
"101352953","01002","P","Z","1988-11-30","700.00","1988-12-19","S","","2011-10-14 16:48:14 EDT"
"101352953","01001C","P","F","1989-06-08","","1988-12-27","S","","2011-10-14 16:48:14 EDT"
"101352953","01001C","P","I","1988-12-16","","1988-12-27","S","","2011-10-14 16:48:14 EDT"
"101352953","01001C","P","Z","1988-11-30","","1988-12-05","S","","2011-10-14 16:48:14 EDT"
"101352953","01001B","P","F","1989-06-08","","1988-12-27","S","","2011-10-14 16:48:14 EDT"
"101352953","01001B","P","I","1988-12-16","","1988-12-27","S","","2011-10-14 16:48:14 EDT"
"101352953","01001B","P","Z","1988-11-30","","1988-12-05","S","","2011-10-14 16:48:14 EDT"
"101352953","01001A","P","F","1989-06-08","200.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352953","01001A","P","Z","1988-11-30","500.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101352953","01001A","F","F","1990-08-12","2000.00","","","17681958","2011-10-14 16:48:14 EDT"
"101352953","01001A","F","Z","1989-09-18","4500.00","","","17681958","2011-10-14 16:48:14 EDT"
"101352953","01003","P","Z","1988-11-30","800.00","1989-01-03","S","","2011-10-14 16:48:14 EDT"
"101352953","03001","P","F","1989-06-08","","1989-01-13","O","","2011-10-14 16:48:14 EDT"
"101352995","01002","P","Z","1988-10-25","300.00","1988-12-28","S","","2011-10-14 16:48:14 EDT"
"101352995","01002","P","I","1988-11-04","200.00","1988-12-28","S","","2011-10-14 16:48:14 EDT"
"101352995","01002","P","P","1989-01-31","200.00","1989-10-24","S","","2011-10-14 16:48:14 EDT"
"101352995","01003","P","Z","1988-10-25","120.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352995","01003","P","I","1988-11-04","80.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352995","01001","P","Z","1988-10-25","300.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352995","01004","P","I","1988-11-04","80.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352995","01005","P","Z","1988-10-25","120.00","1988-11-03","S","","2011-10-14 16:48:14 EDT"
"101352995","01005","P","I","1988-11-04","80.00","1988-11-03","S","","2011-10-14 16:48:14 EDT"
"101352995","01001","P","I","1988-11-04","151.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101352995","01004","P","Z","1988-10-25","120.00","1988-11-14","S","","2011-10-14 16:48:14 EDT"
"101353134","01001","P","Z","1988-10-25","240.00","1988-11-11","S","","2011-10-14 16:48:14 EDT"
"101353134","01001","P","I","1988-11-18","200.00","1988-11-11","S","","2011-10-14 16:48:14 EDT"
"101353134","02002","P","I","1988-11-18","","1988-12-05","O","","2011-10-14 16:48:14 EDT"
"101353134","01002A","P","I","1988-11-18","180.00","1988-11-28","S","","2011-10-14 16:48:14 EDT"
"101353134","02002","P","Z","1988-10-25","","1988-11-28","O","","2011-10-14 16:48:14 EDT"
"101353134","01002A","P","Z","1988-10-25","200.00","1988-11-28","S","","2011-10-14 16:48:14 EDT"
"101353209","01002","P","Z","1988-12-29","1000.00","1989-03-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01003","P","Z","1988-12-29","1000.00","1989-03-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01003","P","I","1989-01-17","700.00","1989-03-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01004","P","Z","1988-12-29","1000.00","1989-03-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01004","P","I","1989-01-17","700.00","1989-03-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01001","P","I","1989-01-17","700.00","1989-03-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01005","P","I","1989-01-17","700.00","1989-02-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01006","P","Z","1988-12-29","1000.00","1989-02-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01006","P","I","1989-01-17","700.00","1989-02-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01002","P","I","1989-01-17","700.00","1989-03-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01001","P","Z","1988-12-29","1000.00","1989-03-04","S","","2011-10-14 16:48:14 EDT"
"101353209","01005","P","Z","1988-12-29","1000.00","1989-02-04","S","","2011-10-14 16:48:14 EDT"
"101353316","01001","P","Z","1988-08-08","800.00","1988-08-26","S","","2011-10-14 16:48:14 EDT"
"101353316","01002","P","I","1988-08-26","550.00","1988-08-26","S","","2011-10-14 16:48:14 EDT"
"101353316","01002","P","Z","1988-08-08","900.00","1988-08-26","S","","2011-10-14 16:48:14 EDT"
"101353316","01001","P","I","1988-08-26","500.00","1988-08-26","S","","2011-10-14 16:48:14 EDT"
"101353340","01006","P","I","1988-11-10","200.00","1988-11-21","S","","2011-10-14 16:48:14 EDT"
"101353340","01003","P","I","1988-11-10","220.00","1988-11-25","S","","2011-10-14 16:48:14 EDT"
"101353340","01004","P","Z","1988-10-21","260.00","1988-11-21","S","","2011-10-14 16:48:14 EDT"
"101353340","01004","P","I","1988-11-10","220.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101353340","01005A","P","Z","1988-10-21","180.00","1988-11-21","S","","2011-10-14 16:48:14 EDT"
"101353340","01005A","P","I","1988-11-10","150.00","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101353340","01005B","P","Z","1988-10-21","","1988-11-21","S","","2011-10-14 16:48:14 EDT"
"101353340","01005B","P","I","1988-11-10","","1988-12-12","S","","2011-10-14 16:48:14 EDT"
"101353340","01006","P","Z","1988-10-21","240.00","1988-11-21","S","","2011-10-14 16:48:14 EDT"
"101353340","01002A","P","I","1988-11-10","280.00","1988-10-26","S","","2011-10-14 16:48:14 EDT"
"101353340","01002A","P","Z","1988-10-21","300.00","1988-10-26","S","","2011-10-14 16:48:14 EDT"
